N,Time
1874000,0.88
1875000,0.67
1876000,0.7
1877000,0.94
1878000,0.71
1879000,0.94
1880000,0.68
1881000,0.94
1882000,0.75
1883000,0.64
1884000,0.69
1885000,0.7
1886000,0.9
1887000,0.65
1888000,0.92
1889000,0.72
1890000,0.78
1891000,0.82
1892000,0.72
1893000,0.68
1894000,0.71
1895000,0.85
1896000,0.81
1897000,0.83
1898000,0.66
1899000,0.86
1900000,0.74
1901000,0.84
1902000,0.89
1903000,0.74
1904000,0.85
1905000,0.71
1906000,0.92
1907000,0.9
1908000,0.73
1909000,0.99
1910000,0.71
1911000,0.97
1912000,0.66
1913000,0.77
1914000,0.71
1915000,0.75
1916000,0.88
1917000,0.82
1918000,0.88
1919000,0.86
1920000,1.2
1921000,1.07
1922000,1.23
1923000,1.0
1924000,1.0
1925000,1.01
1926000,1.05
1927000,1.03
1928000,1.05
1929000,1.25
1930000,1.13
1931000,1.0
1932000,1.1
1933000,1.21
1934000,0.83
1935000,1.01
1936000,1.11
1937000,0.99
1938000,0.91
1939000,1.04
1940000,1.17
1941000,1.04
1942000,1.17
1943000,1.06
1944000,1.25
1945000,1.07
1946000,1.09
1947000,1.1
1948000,1.06
1949000,0.87
1950000,1.24
1951000,0.94
1952000,0.84
1953000,0.9
1954000,1.01
1955000,0.73
1956000,0.88
1957000,0.97
1958000,0.67
1959000,0.76
1960000,0.68
1961000,0.9
1962000,0.86
1963000,0.95
1964000,0.79
1965000,1.01
1966000,0.78
1967000,0.89
1968000,0.84
1969000,0.81
1970000,0.91
1971000,0.73
1972000,0.78
1973000,0.84
1974000,0.88
1975000,0.7
1976000,0.97
1977000,0.99
1978000,0.96
1979000,0.69
1980000,0.68
1981000,0.78
1982000,1.07
1983000,0.74
1984000,0.73
1985000,0.99
1986000,0.67
1987000,0.87
1988000,0.71
1989000,0.76
1990000,0.68
1991000,1.02
1992000,0.87
1993000,1.19
1994000,0.93
1995000,0.99
1996000,0.9
1997000,1.05
1998000,1.15
1999000,0.97
2000000,1.01
2001000,0.87
2002000,1.24
2003000,0.9
2004000,1.19
2005000,1.29
2006000,1.06
2007000,1.28
2008000,1.19
2009000,0.93
2010000,1.05
2011000,0.95
2012000,0.99
2013000,0.89
2014000,0.89
2015000,1.02
2016000,1.21
2017000,1.18
2018000,1.32
2019000,1.23
2020000,1.24
2021000,0.97
2022000,0.89
2023000,1.12
2024000,1.2
2025000,1.05
2026000,0.96
2027000,1.15
2028000,0.85
2029000,1.05
2030000,1.17
2031000,0.87
2032000,0.8
2033000,0.68
2034000,0.69
2035000,0.69
2036000,0.71
2037000,0.98
2038000,0.81
2039000,1.02
2040000,0.9
2041000,0.85
2042000,0.89
2043000,0.84
2044000,0.76
2045000,1.02
2046000,0.79
2047000,1.05
2048000,1.06
2049000,0.83
2050000,0.72
2051000,1.02
2052000,1.02
2053000,0.91
2054000,0.91
2055000,0.8
2056000,0.92
2057000,0.92
2058000,1.04
2059000,1.02
2060000,1.07
2061000,0.68
2062000,0.75
2063000,0.69
2064000,0.88
2065000,0.88
2066000,0.83
2067000,0.81
2068000,1.02
2069000,0.97
2070000,0.96
2071000,1.07
2072000,1.11
2073000,1.1
2074000,1.19
2075000,1.04
2076000,1.31
2077000,0.89
2078000,1.08
2079000,1.09
2080000,1.21
2081000,0.96
2082000,1.27
2083000,1.12
2084000,0.96
2085000,0.89
2086000,1.02
2087000,1.19
2088000,0.97
2089000,1.14
2090000,1.0
2091000,1.01
2092000,0.99
2093000,1.14
2094000,0.91
2095000,1.25
2096000,1.21
2097000,0.87
2098000,1.02
2099000,1.21
2100000,1.31
2101000,1.2
2102000,1.21
2103000,1.01
2104000,1.23
2105000,1.12
2106000,1.11
2107000,1.02
2108000,0.98
2109000,0.84
2110000,1.02
2111000,0.74
2112000,0.89
2113000,1.07
2114000,1.05
2115000,0.7
2116000,0.89
2117000,0.85
2118000,0.85
2119000,0.87
2120000,1.07
2121000,0.94
2122000,1.09
2123000,0.97
2124000,0.73
2125000,0.98
2126000,1.07
2127000,0.99
2128000,0.69
2129000,1.1
2130000,1.06
2131000,0.99
2132000,1.11
2133000,0.84
2134000,1.12
2135000,1.02
2136000,1.01
2137000,0.82
2138000,0.86
2139000,1.12
2140000,0.97
2141000,1.03
2142000,1.16
2143000,1.26
2144000,1.15
2145000,1.22
2146000,1.37
2147000,1.62
2148000,1.26
2149000,1.44
2150000,1.03
2151000,1.01
2152000,1.34
2153000,1.15
2154000,1.45
2155000,1.17
2156000,0.94
2157000,1.27
2158000,1.24
2159000,1.45
2160000,1.26
2161000,1.19
2162000,0.92
2163000,1.02
2164000,1.4
2165000,1.44
2166000,1.01
2167000,1.46
2168000,1.26
2169000,0.98
2170000,0.93
2171000,1.17
2172000,1.12
2173000,1.15
2174000,0.98
2175000,0.99
2176000,1.11
2177000,0.75
2178000,0.96
2179000,0.8
2180000,1.15
2181000,1.22
2182000,0.75
2183000,1.15
2184000,0.7
2185000,1.11
2186000,0.73
2187000,1.21
2188000,0.85
2189000,1.04
2190000,0.75
2191000,0.76
2192000,1.26
2193000,0.77
2194000,0.99
2195000,1.05
2196000,1.05
2197000,0.76
2198000,0.86
2199000,0.76
2200000,0.79
2201000,0.83
2202000,1.01
2203000,0.95
2204000,1.01
2205000,0.8
2206000,0.89
2207000,1.0
2208000,0.77
2209000,0.92
2210000,1.19
2211000,1.3
2212000,1.28
2213000,1.4
2214000,1.38
2215000,1.12
2216000,1.16
2217000,1.21
2218000,1.08
2219000,1.12
2220000,1.09
2221000,1.38
2222000,1.15
2223000,1.18
2224000,1.12
2225000,1.19
2226000,1.14
2227000,0.93
2228000,1.36
2229000,1.11
2230000,1.1
2231000,0.95
2232000,0.97
2233000,1.26
2234000,0.99
2235000,1.21
2236000,1.12
2237000,1.42
2238000,1.31
2239000,1.41
2240000,1.38
2241000,1.19
2242000,1.18
2243000,1.07
2244000,1.36
2245000,1.04
2246000,1.06
2247000,0.84
2248000,0.92
2249000,0.89
2250000,1.15
2251000,0.95
2252000,0.74
2253000,0.76
2254000,1.07
2255000,0.91
2256000,1.11
2257000,0.93
2258000,0.8
2259000,1.0
2260000,0.93
2261000,0.95
2262000,0.91
2263000,0.94
2264000,0.95
2265000,1.02
2266000,1.13
2267000,1.17
2268000,1.22
2269000,1.15
2270000,1.17
2271000,1.19
2272000,1.03
2273000,1.17
2274000,1.35
2275000,1.2
2276000,1.18
2277000,1.34
2278000,1.34
2279000,1.79
2280000,1.33
2281000,1.52
2282000,1.44
2283000,1.8
2284000,1.18
2285000,1.17
2286000,1.11
2287000,1.3
2288000,1.36
2289000,1.5
2290000,1.55
2291000,1.44
2292000,1.49
2293000,1.09
2294000,1.28
2295000,1.6
2296000,1.28
2297000,1.3
2298000,1.24
2299000,1.06
2300000,1.1
2301000,1.05
2302000,1.91
2303000,1.41
2304000,1.4
2305000,1.67
2306000,1.17
2307000,1.76
2308000,1.88
2309000,1.33
2310000,0.99
2311000,1.45
2312000,1.17
2313000,1.28
2314000,0.98
2315000,1.3
2316000,1.23
2317000,1.39
2318000,1.3
2319000,1.16
2320000,0.87
2321000,1.1
2322000,0.95
2323000,1.11
2324000,0.96
2325000,1.03
2326000,0.79
2327000,1.21
2328000,0.99
2329000,1.03
2330000,0.91
2331000,1.14
2332000,0.95
2333000,0.93
2334000,1.02
2335000,0.77
2336000,1.21
2337000,1.18
2338000,0.88
2339000,1.08
2340000,1.24
2341000,1.16
2342000,0.84
2343000,1.15
2344000,0.94
2345000,1.11
2346000,1.12
2347000,1.2
2348000,0.89
2349000,1.25
2350000,0.94
2351000,0.93
2352000,0.79
2353000,0.88
2354000,1.34
2355000,1.01
2356000,1.23
2357000,1.01
2358000,1.48
2359000,1.16
2360000,1.25
2361000,1.06
2362000,1.47
2363000,1.04
2364000,1.48
2365000,1.03
2366000,1.08
2367000,1.02
2368000,1.14
2369000,1.3
2370000,1.22
2371000,1.32
2372000,1.52
2373000,1.09
2374000,1.08
2375000,1.5
2376000,1.21
2377000,1.53
2378000,1.26
2379000,1.34
2380000,1.45
2381000,1.03
2382000,1.36
2383000,1.33
2384000,1.1
2385000,1.08
2386000,1.39
2387000,1.43
2388000,0.96
2389000,1.14
2390000,1.31
2391000,0.92
2392000,0.91
2393000,1.03
2394000,1.11
2395000,1.34
2396000,0.97
2397000,0.87
2398000,0.91
2399000,1.08
2400000,1.21
2401000,0.9
2402000,0.93
2403000,1.32
2404000,1.34
2405000,1.29
2406000,1.41
2407000,1.3
2408000,1.39
2409000,1.19
2410000,1.55
2411000,1.97
2412000,1.69
2413000,1.4
2414000,1.85
2415000,1.53
2416000,1.43
2417000,1.79
2418000,1.91
2419000,1.83
2420000,1.51
2421000,1.66
2422000,2.18
2423000,1.89
2424000,2.79
2425000,1.84
2426000,1.19
2427000,1.75
2428000,1.69
2429000,1.15
2430000,1.51
2431000,1.23
2432000,1.6
2433000,1.7
2434000,1.31
2435000,1.11
2436000,1.3
2437000,1.16
2438000,1.07
2439000,1.46
2440000,1.11
2441000,1.42
2442000,1.57
2443000,1.19
2444000,1.17
2445000,1.52
2446000,1.44
2447000,1.02
2448000,0.94
2449000,0.97
2450000,1.09
2451000,1.37
2452000,1.29
2453000,1.42
2454000,1.44
2455000,0.88
2456000,1.28
2457000,1.28
2458000,0.94
2459000,1.44
2460000,1.37
2461000,1.29
2462000,1.0
2463000,1.14
2464000,1.06
2465000,1.2
2466000,0.88
2467000,1.39
2468000,1.05
2469000,1.38
2470000,1.18
2471000,1.51
2472000,1.41
2473000,1.77
2474000,2.08
2475000,1.61
2476000,1.67
2477000,1.66
2478000,1.29
2479000,1.88
2480000,1.15
2481000,1.51
2482000,1.24
2483000,1.18
2484000,1.13
2485000,1.43
2486000,1.45
2487000,1.16
2488000,1.28
2489000,1.83
2490000,1.41
2491000,1.75
2492000,1.63
2493000,1.51
2494000,1.88
2495000,1.53
2496000,1.96
2497000,1.6
2498000,1.15
2499000,1.77
2500000,1.6
2501000,1.53
2502000,1.79
2503000,1.24
2504000,1.37
2505000,1.32
2506000,1.15
2507000,1.0
2508000,1.13
2509000,0.83
2510000,0.85
2511000,1.13
2512000,1.49
2513000,1.15
2514000,1.26
2515000,0.9
2516000,1.07
2517000,1.08
2518000,1.15
2519000,1.4
2520000,1.11
2521000,1.41
2522000,1.08
2523000,1.45
2524000,1.52
2525000,1.38
2526000,0.92
2527000,1.15
2528000,0.91
2529000,1.48
2530000,1.56
2531000,1.5
2532000,1.84
2533000,1.52
2534000,1.35
2535000,1.46
2536000,1.14
2537000,1.84
2538000,1.24
2539000,1.31
2540000,1.82
2541000,1.63
2542000,1.26
2543000,1.65
2544000,1.57
2545000,1.72
2546000,1.64
2547000,1.35
2548000,1.22
2549000,1.34
2550000,1.16
2551000,1.42
2552000,1.46
2553000,1.24
2554000,1.17
2555000,1.2
2556000,1.46
2557000,1.62
2558000,1.46
2559000,1.67
2560000,1.58
2561000,0.9
2562000,0.87
2563000,1.22
2564000,1.05
2565000,0.87
2566000,1.33
2567000,1.08
2568000,1.09
2569000,1.0
2570000,1.14
2571000,1.7
2572000,1.03
2573000,1.38
2574000,0.92
2575000,0.97
2576000,0.97
2577000,1.37
2578000,1.15
2579000,1.43
2580000,1.58
2581000,1.32
2582000,1.85
2583000,1.7
2584000,1.25
2585000,1.76
2586000,1.26
2587000,1.47
2588000,1.28
2589000,1.16
2590000,1.27
2591000,1.58
2592000,1.66
2593000,1.16
2594000,1.69
2595000,1.5
2596000,1.26
2597000,1.22
2598000,1.33
2599000,1.28
2600000,1.59
2601000,1.42
2602000,1.62
2603000,1.79
2604000,1.43
2605000,1.48
2606000,1.08
2607000,1.48
2608000,1.61
2609000,0.9
2610000,1.22
2611000,0.88
2612000,0.97
2613000,1.3
2614000,1.36
2615000,1.28
2616000,1.19
2617000,0.95
2618000,1.33
2619000,1.1
2620000,1.42
2621000,1.11
2622000,1.17
2623000,1.09
2624000,1.41
2625000,1.48
2626000,1.4
2627000,0.93
2628000,1.13
2629000,1.36
2630000,1.25
2631000,1.77
2632000,1.67
2633000,1.87
2634000,1.65
2635000,1.92
2636000,1.38
2637000,1.29
2638000,1.74
2639000,1.59
2640000,1.49
2641000,1.99
2642000,1.45
2643000,1.67
2644000,1.93
2645000,1.65
2646000,2.25
2647000,1.88
2648000,1.73
2649000,1.49
2650000,1.91
2651000,1.97
2652000,1.41
2653000,1.28
2654000,1.6
2655000,1.27
2656000,1.18
2657000,1.37
2658000,1.84
2659000,1.46
2660000,1.67
2661000,1.8
2662000,1.62
2663000,1.3
2664000,1.42
2665000,1.43
2666000,1.13
2667000,1.16
2668000,1.11
2669000,1.16
2670000,1.16
2671000,1.06
2672000,1.1
2673000,1.29
2674000,1.19
2675000,1.29
2676000,0.94
2677000,1.39
2678000,1.05
2679000,1.07
2680000,1.4
2681000,0.99
2682000,1.49
2683000,1.07
2684000,1.29
2685000,1.68
2686000,1.75
2687000,1.61
2688000,1.64
2689000,1.45
2690000,1.77
2691000,1.86
2692000,2.01
2693000,1.43
2694000,1.78
2695000,1.38
2696000,1.84
2697000,1.35
2698000,1.76
2699000,2.08
2700000,1.89
2701000,1.36
2702000,2.08
2703000,1.85
2704000,1.7
2705000,1.64
2706000,1.54
2707000,1.24
2708000,1.75
2709000,1.79
2710000,1.44
2711000,1.39
2712000,1.25
2713000,1.34
2714000,0.91
2715000,1.29
2716000,0.92
2717000,1.23
2718000,0.95
2719000,1.16
2720000,0.94
2721000,0.97
2722000,1.4
2723000,0.99
2724000,1.08
2725000,1.34
2726000,1.29
2727000,1.41
2728000,1.0
2729000,1.11
2730000,1.24
2731000,0.96
2732000,1.2
2733000,1.09
2734000,1.21
2735000,1.44
2736000,0.97
2737000,0.93
2738000,1.03
2739000,1.07
2740000,1.05
2741000,1.0
2742000,1.61
2743000,1.78
2744000,1.63
2745000,1.35
2746000,1.79
2747000,1.43
2748000,1.76
2749000,1.34
2750000,1.75
2751000,1.4
2752000,1.66
2753000,1.57
2754000,2.06
2755000,1.52
2756000,1.41
2757000,1.91
2758000,1.18
2759000,1.93
2760000,1.36
2761000,1.7
2762000,1.74
2763000,1.81
2764000,1.75
2765000,1.4
2766000,1.44
2767000,1.43
2768000,1.67
2769000,1.24
2770000,0.94
2771000,1.09
2772000,1.07
2773000,1.48
2774000,0.94
2775000,1.03
2776000,1.26
2777000,0.89
2778000,1.49
2779000,1.16
2780000,1.25
2781000,1.23
2782000,1.23
2783000,1.36
2784000,1.43
2785000,1.19
2786000,1.01
2787000,1.31
2788000,1.01
2789000,1.15
2790000,1.16
2791000,1.5
2792000,1.09
2793000,1.52
2794000,1.17
2795000,1.17
2796000,2.17
2797000,1.83
2798000,1.9
2799000,1.94
2800000,1.79
2801000,1.72
2802000,1.97
2803000,1.23
2804000,1.29
2805000,2.09
2806000,1.97
2807000,1.52
2808000,1.85
2809000,1.44
2810000,1.67
2811000,1.88
2812000,1.65
2813000,1.69
2814000,1.94
2815000,1.76
2816000,1.67
2817000,2.05
2818000,2.02
2819000,1.35
2820000,2.02
2821000,1.32
2822000,1.36
2823000,1.16
2824000,1.04
2825000,1.09
2826000,1.28
2827000,1.15
2828000,1.19
2829000,1.31
2830000,1.22
2831000,1.02
2832000,1.07
2833000,1.42
2834000,1.5
2835000,1.17
2836000,1.52
2837000,1.07
2838000,1.19
2839000,1.09
2840000,1.37
2841000,1.58
2842000,1.21
2843000,1.54
2844000,1.04
2845000,0.99
2846000,1.18
2847000,1.42
2848000,1.63
2849000,1.39
2850000,2.02
2851000,1.72
2852000,2.15
2853000,2.19
2854000,1.94
2855000,2.07
2856000,1.61
2857000,1.84
2858000,1.5
2859000,1.85
2860000,1.8
2861000,1.71
2862000,1.58
2863000,1.31
2864000,1.93
2865000,1.41
2866000,1.69
2867000,1.99
2868000,1.99
2869000,1.82
2870000,2.43
2871000,1.68
2872000,2.33
2873000,1.95
2874000,1.63
2875000,1.57
2876000,1.77
2877000,1.87
2878000,2.13
2879000,1.58
2880000,1.63
2881000,1.5
2882000,1.33
2883000,1.65
2884000,1.42
2885000,1.71
2886000,1.09
2887000,1.42
2888000,1.07
2889000,1.6
2890000,1.13
2891000,1.58
2892000,1.13
2893000,1.01
2894000,1.38
2895000,1.48
2896000,1.11
2897000,1.15
2898000,1.32
2899000,1.17
2900000,1.54
2901000,1.66
2902000,1.43
2903000,1.51
2904000,2.15
2905000,2.42
2906000,3.46
2907000,2.41
2908000,1.51
2909000,1.95
2910000,2.01
2911000,2.17
2912000,2.12
2913000,1.8
2914000,1.74
2915000,1.5
2916000,2.22
2917000,1.34
2918000,2.03
2919000,1.91
2920000,2.15
2921000,2.62
2922000,2.99
2923000,2.12
2924000,2.09
2925000,2.01
2926000,2.21
2927000,2.99
2928000,1.59
2929000,2.29
2930000,2.73
2931000,2.57
2932000,2.06
2933000,2.45
2934000,1.51
2935000,1.69
2936000,1.81
2937000,1.37
2938000,1.62
2939000,1.53
2940000,1.43
2941000,1.78
2942000,1.62
2943000,1.38
2944000,1.05
2945000,1.15
2946000,1.74
2947000,1.24
2948000,1.42
2949000,1.22
2950000,1.23
2951000,1.61
2952000,2.09
2953000,2.2
2954000,1.53
2955000,2.33
2956000,2.06
2957000,2.25
2958000,1.51
2959000,1.86
2960000,1.82
2961000,2.1
2962000,1.48
2963000,1.93
2964000,1.7
2965000,1.56
2966000,1.55
2967000,1.92
2968000,1.76
2969000,1.63
2970000,1.08
2971000,1.54
2972000,1.43
2973000,1.45
2974000,1.87
2975000,1.82
2976000,1.17
2977000,1.28
2978000,1.1
2979000,1.08
2980000,1.61
2981000,1.2
2982000,1.27
2983000,1.18
2984000,1.4
2985000,1.43
2986000,1.14
2987000,1.05
2988000,1.52
2989000,1.82
2990000,2.35
2991000,1.99
2992000,1.89
2993000,1.85
2994000,2.14
2995000,2.05
2996000,1.54
2997000,2.46
2998000,1.45
2999000,1.72
3000000,2.34
3001000,1.42
3002000,1.7
3003000,1.55
3004000,1.61
3005000,1.79
3006000,1.84
3007000,1.91
3008000,1.68
3009000,2.03
3010000,2.03
3011000,1.64
3012000,1.45
3013000,1.83
3014000,1.3
3015000,1.4
3016000,1.12
3017000,1.12
3018000,1.24
3019000,1.15
3020000,1.67
3021000,1.15
3022000,1.24
3023000,1.56
3024000,1.22
3025000,1.56
3026000,1.58
3027000,1.6
3028000,1.63
3029000,1.12
3030000,1.23
3031000,1.26
3032000,1.09
3033000,1.18
3034000,1.76
3035000,1.5
3036000,1.86
3037000,1.46
3038000,1.98
3039000,1.97
3040000,1.53
3041000,1.36
3042000,1.53
3043000,1.9
3044000,1.99
3045000,1.93
3046000,1.76
3047000,1.73
3048000,2.09
3049000,1.69
3050000,2.03
3051000,2.0
3052000,1.41
3053000,1.42
3054000,1.93
3055000,1.32
3056000,1.72
3057000,1.98
3058000,1.55
3059000,1.24
3060000,1.41
3061000,1.28
3062000,1.42
3063000,1.62
3064000,0.99
3065000,1.7
3066000,1.1
3067000,1.26
3068000,1.31
3069000,1.65
3070000,1.34
3071000,1.31
3072000,1.3
3073000,1.43
3074000,1.29
3075000,1.14
3076000,1.34
3077000,1.4
3078000,1.71
3079000,1.23
3080000,1.45
3081000,1.65
3082000,1.8
3083000,1.99
3084000,1.38
3085000,1.98
3086000,1.66
3087000,1.66
3088000,2.15
3089000,1.81
3090000,2.04
3091000,1.48
3092000,1.73
3093000,2.15
3094000,1.69
3095000,2.06
3096000,1.89
3097000,1.51
3098000,1.89
3099000,1.85
3100000,2.29
3101000,1.74
3102000,1.48
3103000,1.17
3104000,1.05
3105000,1.04
3106000,1.26
3107000,1.28
3108000,0.99
3109000,1.7
3110000,1.36
3111000,1.0
3112000,1.81
3113000,1.54
3114000,1.77
3115000,1.45
3116000,1.66
3117000,1.38
3118000,1.69
3119000,1.46
3120000,1.12
3121000,1.77
3122000,1.5
3123000,1.29
3124000,1.49
3125000,1.3
3126000,2.45
3127000,2.07
3128000,1.54
3129000,1.5
3130000,1.77
3131000,1.68
3132000,2.23
3133000,1.64
3134000,1.98
3135000,1.81
3136000,2.19
3137000,2.15
3138000,2.46
3139000,2.24
3140000,1.7
3141000,2.12
3142000,1.66
3143000,1.37
3144000,1.87
3145000,1.99
3146000,1.81
3147000,1.54
3148000,2.16
3149000,1.25
3150000,1.72
3151000,1.1
3152000,1.13
3153000,1.38
3154000,1.49
3155000,1.68
3156000,1.05
3157000,1.78
3158000,1.38
3159000,1.28
3160000,1.04
3161000,1.27
3162000,1.21
